"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","2","Age","50-64 Years","37.1","25.7 to 48.5 ‡","402"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","3","Age","50-64 Years","37.1","25.7 to 48.5 ‡","402"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","4","Age","50-64 Years","37.1","25.7 to 48.5 ‡","402"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","5","Age","50-64 Years","37.1","25.7 to 48.5 ‡","402"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","7","Age",">=65 Years","NR †","NR †","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","8","Age",">=65 Years","NR †","NR †","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","9","Age",">=65 Years","13.6","9.9 to 17.3","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","10","Age",">=65 Years","30.6","22.4 to 38.8","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","11","Age",">=65 Years","39.5","30.1 to 48.9","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","12","Age",">=65 Years","43.1","33.1 to 53.1","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","1","Age",">=65 Years","50.7","40.1 to 61.3 ‡","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","2","Age",">=65 Years","51.3","40.7 to 61.9 ‡","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","3","Age",">=65 Years","52.5","41.9 to 63.1 ‡","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","4","Age",">=65 Years","52.5","41.9 to 63.1 ‡","677"
"Seasonal Influenza","States/Local Areas","Nevada","32","2024-25","5","Age",">=65 Years","52.5","41.9 to 63.1 ‡","677"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Race and Ethnicity","White, Non-Hispanic","0.3","0.2 to 0.4","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Race and Ethnicity","White, Non-Hispanic","1.7","1.5 to 1.9","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Race and Ethnicity","White, Non-Hispanic","10.2","9.8 to 10.6","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Race and Ethnicity","White, Non-Hispanic","28.7","28.0 to 29.4","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Race and Ethnicity","White, Non-Hispanic","37.1","36.3 to 37.9","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Race and Ethnicity","White, Non-Hispanic","39.6","38.8 to 40.4","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Race and Ethnicity","White, Non-Hispanic","41.7","40.9 to 42.5","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Race and Ethnicity","White, Non-Hispanic","43.4","42.5 to 44.3","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Race and Ethnicity","White, Non-Hispanic","44.3","43.4 to 45.2","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Race and Ethnicity","White, Non-Hispanic","44.7","43.8 to 45.6","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Race and Ethnicity","White, Non-Hispanic","45.1","44.2 to 46.0","33495"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Race and Ethnicity","Black, Non-Hispanic","NR †","NR †","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Race and Ethnicity","Black, Non-Hispanic","3.7","1.9 to 5.5","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Race and Ethnicity","Black, Non-Hispanic","13.2","9.9 to 16.5","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Race and Ethnicity","Black, Non-Hispanic","23.8","19.7 to 27.9","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Race and Ethnicity","Black, Non-Hispanic","34.5","29.6 to 39.4","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Race and Ethnicity","Black, Non-Hispanic","38.1","33.0 to 43.2","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Race and Ethnicity","Black, Non-Hispanic","39.4","34.2 to 44.6","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Race and Ethnicity","Black, Non-Hispanic","41.6","36.4 to 46.8","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Race and Ethnicity","Black, Non-Hispanic","44.1","38.7 to 49.5","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Race and Ethnicity","Black, Non-Hispanic","44.1","38.7 to 49.5","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Race and Ethnicity","Black, Non-Hispanic","46.6","40.1 to 53.1","655"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Race and Ethnicity","Hispanic","0.8","0.5 to 1.1","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Race and Ethnicity","Hispanic","3.7","3.0 to 4.4","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Race and Ethnicity","Hispanic","9.5","8.5 to 10.5","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Race and Ethnicity","Hispanic","19.9","18.5 to 21.3","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Race and Ethnicity","Hispanic","27.1","25.4 to 28.8","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Race and Ethnicity","Hispanic","30.4","28.6 to 32.2","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Race and Ethnicity","Hispanic","33.1","31.3 to 34.9","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Race and Ethnicity","Hispanic","35.6","33.6 to 37.6","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Race and Ethnicity","Hispanic","36.7","34.7 to 38.7","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Race and Ethnicity","Hispanic","37.8","35.8 to 39.8","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Race and Ethnicity","Hispanic","38.0","36.0 to 40.0","4587"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR †","NR †","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","2.2","1.5 to 2.9","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","9.1","7.7 to 10.5","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","25.4","23.1 to 27.7","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","33.4","30.9 to 35.9","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","37.3","34.6 to 40.0","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","39.8","37.1 to 42.5","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","41.0","38.2 to 43.8","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","42.2","39.4 to 45.0","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","43.1","40.3 to 45.9","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","44.6","41.4 to 47.8","3460"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-49 Years at High Risk","1.9","1.1 to 2.7","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-49 Years at High Risk","7.8","6.4 to 9.2","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-49 Years at High Risk","21.7","19.5 to 23.9","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-49 Years at High Risk","28.6","26.2 to 31.0","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-49 Years at High Risk","31.7","29.2 to 34.2","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-49 Years at High Risk","34.3","31.6 to 37.0","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-49 Years at High Risk","36.6","33.9 to 39.3","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-49 Years at High Risk","37.9","35.0 to 40.8","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-49 Years at High Risk","38.4","35.5 to 41.3","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-49 Years at High Risk","39.2","36.1 to 42.3","2342"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-49 Years not at High Risk","0.2","0.2 to 0.2","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-49 Years not at High Risk","1.1","0.9 to 1.3","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-49 Years not at High Risk","5.5","4.9 to 6.1","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-49 Years not at High Risk","16.4","15.4 to 17.4","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-49 Years not at High Risk","23.0","21.8 to 24.2","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-49 Years not at High Risk","25.4","24.2 to 26.6","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-49 Years not at High Risk","27.5","26.3 to 28.7","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-49 Years not at High Risk","29.0","27.8 to 30.2","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-49 Years not at High Risk","29.9","28.7 to 31.1","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-49 Years not at High Risk","30.0","28.6 to 31.4","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-49 Years not at High Risk","30.6","29.2 to 32.0","9729"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","50-64 Years","0.4","0.2 to 0.6","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","50-64 Years","1.2","0.8 to 1.6","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","50-64 Years","8.7","7.9 to 9.5","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","50-64 Years","26.4","25.0 to 27.8","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","50-64 Years","34.9","33.3 to 36.5","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","50-64 Years","37.2","35.6 to 38.8","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","50-64 Years","39.5","37.9 to 41.1","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","50-64 Years","41.4","39.8 to 43.0","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","50-64 Years","42.8","41.0 to 44.6","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","50-64 Years","43.6","41.8 to 45.4","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","50-64 Years","43.7","41.9 to 45.5","7014"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age",">=65 Years","0.2","0.2 to 0.2","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age",">=65 Years","2.0","1.6 to 2.4","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age",">=65 Years","16.2","15.2 to 17.2","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age",">=65 Years","41.9","40.7 to 43.1","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age",">=65 Years","52.0","50.8 to 53.2","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age",">=65 Years","55.3","53.9 to 56.7","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age",">=65 Years","58.2","56.8 to 59.6","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age",">=65 Years","60.7","59.3 to 62.1","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age",">=65 Years","62.3","60.9 to 63.7","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age",">=65 Years","63.5","62.1 to 64.9","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age",">=65 Years","64.5","63.1 to 65.9","12143"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age",">=6 Months","0.4","0.3 to 0.5","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age",">=6 Months","2.1","1.9 to 2.3","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age",">=6 Months","10.0","9.6 to 10.4","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age",">=6 Months","26.6","26.0 to 27.2","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age",">=6 Months","34.8","34.1 to 35.5","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age",">=6 Months","37.5","36.8 to 38.2","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age",">=6 Months","39.7","39.0 to 40.4","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age",">=6 Months","41.5","40.8 to 42.2","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age",">=6 Months","42.5","41.8 to 43.2","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age",">=6 Months","43.2","42.5 to 43.9","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age",">=6 Months","43.6","42.9 to 44.3","42900"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","6 Months - 17 Years","1.1","0.8 to 1.4","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","6 Months - 17 Years","4.5","3.9 to 5.1","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","6 Months - 17 Years","14.2","13.1 to 15.3","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","6 Months - 17 Years","33.2","31.7 to 34.7","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","6 Months - 17 Years","42.3","40.7 to 43.9","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","6 Months - 17 Years","45.6","43.9 to 47.3","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","6 Months - 17 Years","47.1","45.4 to 48.8","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","6 Months - 17 Years","48.5","46.8 to 50.2","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","6 Months - 17 Years","48.9","47.2 to 50.6","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","6 Months - 17 Years","49.5","47.7 to 51.3","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","6 Months - 17 Years","49.6","47.8 to 51.4","11483"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","6 Months - 4 Years","1.6","0.9 to 2.3","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","6 Months - 4 Years","5.2","3.9 to 6.5","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","6 Months - 4 Years","16.7","14.4 to 19.0","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","6 Months - 4 Years","38.3","35.2 to 41.4","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","6 Months - 4 Years","49.1","45.9 to 52.3","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","6 Months - 4 Years","53.8","50.5 to 57.1","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","6 Months - 4 Years","55.8","52.4 to 59.2","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","6 Months - 4 Years","57.0","53.6 to 60.4","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","6 Months - 4 Years","57.8","54.4 to 61.2","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","6 Months - 4 Years","57.9","54.5 to 61.3","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","6 Months - 4 Years","58.0","54.6 to 61.4","3665"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","5-12 Years","1.1","0.6 to 1.6","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","5-12 Years","4.9","3.9 to 5.9","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","5-12 Years","15.2","13.6 to 16.8","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","5-12 Years","34.1","31.9 to 36.3","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","5-12 Years","42.9","40.6 to 45.2","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","5-12 Years","45.5","43.2 to 47.8","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","5-12 Years","47.0","44.6 to 49.4","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","5-12 Years","48.8","46.4 to 51.2","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","5-12 Years","49.2","46.8 to 51.6","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","5-12 Years","49.6","47.1 to 52.1","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","5-12 Years","49.6","47.1 to 52.1","4801"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","13-17 Years","NR †","NR †","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","13-17 Years","3.1","2.1 to 4.1","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","13-17 Years","10.7","8.9 to 12.5","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","13-17 Years","27.9","25.3 to 30.5","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","13-17 Years","36.0","33.2 to 38.8","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","13-17 Years","39.1","36.2 to 42.0","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","13-17 Years","40.3","37.3 to 43.3","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","13-17 Years","40.9","37.9 to 43.9","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","13-17 Years","41.2","38.2 to 44.2","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","13-17 Years","42.6","39.4 to 45.8","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","13-17 Years","42.6","39.4 to 45.8","3017"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age",">=18 Years","0.2","0.2 to 0.2","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age",">=18 Years","1.4","1.2 to 1.6","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age",">=18 Years","8.8","8.4 to 9.2","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age",">=18 Years","24.7","24.1 to 25.3","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age",">=18 Years","32.6","31.8 to 33.4","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age",">=18 Years","35.2","34.4 to 36.0","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age",">=18 Years","37.6","36.8 to 38.4","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age",">=18 Years","39.5","38.7 to 40.3","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age",">=18 Years","40.7","39.9 to 41.5","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age",">=18 Years","41.3","40.5 to 42.1","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age",">=18 Years","41.9","41.1 to 42.7","31417"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-64 Years","0.3","0.3 to 0.3","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-64 Years","1.2","1.0 to 1.4","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-64 Years","6.7","6.3 to 7.1","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-64 Years","19.8","19.0 to 20.6","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-64 Years","27.0","26.2 to 27.8","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-64 Years","29.5","28.7 to 30.3","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-64 Years","31.7","30.7 to 32.7","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-64 Years","33.4","32.4 to 34.4","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-64 Years","34.5","33.5 to 35.5","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-64 Years","34.9","33.9 to 35.9","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-64 Years","35.4","34.4 to 36.4","19274"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-64 Years at High Risk","0.5","0.3 to 0.7","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-64 Years at High Risk","1.9","1.3 to 2.5","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-64 Years at High Risk","9.1","8.1 to 10.1","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-64 Years at High Risk","25.2","23.6 to 26.8","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-64 Years at High Risk","33.5","31.7 to 35.3","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-64 Years at High Risk","36.6","34.6 to 38.6","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-64 Years at High Risk","39.3","37.3 to 41.3","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-64 Years at High Risk","41.5","39.5 to 43.5","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-64 Years at High Risk","43.1","41.1 to 45.1","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-64 Years at High Risk","44.1","41.9 to 46.3","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-64 Years at High Risk","44.6","42.4 to 46.8","4949"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-64 Years not at High Risk","0.2","0.2 to 0.2","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-64 Years not at High Risk","1.0","0.8 to 1.2","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-64 Years not at High Risk","5.9","5.5 to 6.3","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-64 Years not at High Risk","18.1","17.3 to 18.9","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-64 Years not at High Risk","24.9","23.9 to 25.9","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-64 Years not at High Risk","27.2","26.2 to 28.2","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-64 Years not at High Risk","29.3","28.3 to 30.3","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-64 Years not at High Risk","30.8","29.8 to 31.8","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-64 Years not at High Risk","31.7","30.5 to 32.9","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-64 Years not at High Risk","31.9","30.7 to 33.1","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-64 Years not at High Risk","32.4","31.2 to 33.6","14056"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-49 Years","NR †","NR †","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","8","Age","18-49 Years","1.3","1.1 to 1.5","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","9","Age","18-49 Years","5.9","5.3 to 6.5","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","10","Age","18-49 Years","17.3","16.5 to 18.1","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","11","Age","18-49 Years","24.0","23.0 to 25.0","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","12","Age","18-49 Years","26.6","25.6 to 27.6","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","1","Age","18-49 Years","28.8","27.6 to 30.0","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","2","Age","18-49 Years","30.4","29.2 to 31.6","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","3","Age","18-49 Years","31.4","30.2 to 32.6","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","4","Age","18-49 Years","31.6","30.4 to 32.8","12260"
