"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Age","50-64 Years","1.1","0.5 to 1.7","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Age","50-64 Years","6.7","5.1 to 8.3","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Age","50-64 Years","25.0","22.1 to 27.9","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Age","50-64 Years","33.2","30.1 to 36.3","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Age","50-64 Years","36.0","32.7 to 39.3","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Age","50-64 Years","38.6","35.3 to 41.9","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Age","50-64 Years","39.7","36.4 to 43.0","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Age","50-64 Years","40.3","37.0 to 43.6","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Age","50-64 Years","40.5","37.0 to 44.0","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Age","50-64 Years","41.2","37.5 to 44.9","1314"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","7","Age",">=65 Years","NR †","NR †","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Age",">=65 Years","1.7","1.1 to 2.3","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Age",">=65 Years","13.2","11.4 to 15.0","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Age",">=65 Years","41.5","38.8 to 44.2","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Age",">=65 Years","55.5","52.8 to 58.2","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Age",">=65 Years","59.1","56.4 to 61.8","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Age",">=65 Years","62.6","59.9 to 65.3","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Age",">=65 Years","64.5","61.8 to 67.2","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Age",">=65 Years","66.8","64.1 to 69.5","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Age",">=65 Years","67.6","64.9 to 70.3","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Age",">=65 Years","67.6","64.9 to 70.3","2167"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Race and Ethnicity","Black, Non-Hispanic","22.6","15.5 to 29.7","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Race and Ethnicity","Black, Non-Hispanic","29.0","21.4 to 36.6","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Race and Ethnicity","Black, Non-Hispanic","30.5","22.8 to 38.2","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Race and Ethnicity","Black, Non-Hispanic","32.8","24.9 to 40.7","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Race and Ethnicity","Black, Non-Hispanic","34.2","26.3 to 42.1","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Race and Ethnicity","Black, Non-Hispanic","35.1","27.0 to 43.2","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Race and Ethnicity","Black, Non-Hispanic","37.1","28.5 to 45.7","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Race and Ethnicity","Black, Non-Hispanic","43.2","29.5 to 56.9 ‡","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","7","Race and Ethnicity","Hispanic","NR †","NR †","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Race and Ethnicity","Hispanic","3.1","1.6 to 4.6","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Race and Ethnicity","Hispanic","8.1","5.7 to 10.5","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Race and Ethnicity","Hispanic","19.6","15.8 to 23.4","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Race and Ethnicity","Hispanic","31.5","26.9 to 36.1","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Race and Ethnicity","Hispanic","34.3","29.5 to 39.1","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Race and Ethnicity","Hispanic","37.1","32.1 to 42.1","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Race and Ethnicity","Hispanic","38.2","33.2 to 43.2","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Race and Ethnicity","Hispanic","38.5","33.5 to 43.5","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Race and Ethnicity","Hispanic","38.8","33.7 to 43.9","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Race and Ethnicity","Hispanic","40.2","34.6 to 45.8","747"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","7","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR †","NR †","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR †","NR †","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","7.9","4.5 to 11.3","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","23.8","18.2 to 29.4","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","31.7","25.6 to 37.8","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","35.9","29.6 to 42.2","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","38.8","32.3 to 45.3","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","40.9","34.3 to 47.5","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","41.4","34.7 to 48.1","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","42.6","35.5 to 49.7","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","42.6","35.5 to 49.7","398"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","7","Race and Ethnicity","White, Non-Hispanic","NR †","NR †","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Race and Ethnicity","White, Non-Hispanic","1.7","1.3 to 2.1","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Race and Ethnicity","White, Non-Hispanic","8.3","7.5 to 9.1","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","10","Race and Ethnicity","White, Non-Hispanic","27.5","26.1 to 28.9","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","11","Race and Ethnicity","White, Non-Hispanic","37.3","35.7 to 38.9","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","12","Race and Ethnicity","White, Non-Hispanic","40.1","38.5 to 41.7","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","1","Race and Ethnicity","White, Non-Hispanic","42.4","40.8 to 44.0","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","2","Race and Ethnicity","White, Non-Hispanic","43.5","41.9 to 45.1","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","3","Race and Ethnicity","White, Non-Hispanic","44.5","42.7 to 46.3","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","4","Race and Ethnicity","White, Non-Hispanic","44.9","43.1 to 46.7","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","5","Race and Ethnicity","White, Non-Hispanic","45.0","43.2 to 46.8","6073"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","7","Race and Ethnicity","Black, Non-Hispanic","NR †","NR †","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","8","Race and Ethnicity","Black, Non-Hispanic","NR †","NR †","287"
"Seasonal Influenza","States/Local Areas","Iowa","19","2024-25","9","Race and Ethnicity","Black, Non-Hispanic","9.6","5.0 to 14.2","287"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age",">=6 Months","0.4","0.3 to 0.5","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age",">=6 Months","2.0","1.7 to 2.3","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age",">=6 Months","11.8","11.3 to 12.3","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age",">=6 Months","28.4","27.5 to 29.3","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age",">=6 Months","37.2","36.3 to 38.1","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age",">=6 Months","40.3","39.4 to 41.2","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age",">=6 Months","43.1","42.2 to 44.0","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age",">=6 Months","45.2","44.1 to 46.3","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age",">=6 Months","46.4","45.3 to 47.5","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age",">=6 Months","47.5","46.4 to 48.6","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age",">=6 Months","48.5","47.4 to 49.6","23187"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age","6 Months - 17 Years","1.4","0.8 to 2.0","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age","6 Months - 17 Years","4.5","3.3 to 5.7","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age","6 Months - 17 Years","15.5","13.4 to 17.6","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age","6 Months - 17 Years","33.0","30.1 to 35.9","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age","6 Months - 17 Years","44.3","41.1 to 47.5","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age","6 Months - 17 Years","48.0","44.7 to 51.3","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age","6 Months - 17 Years","50.7","47.3 to 54.1","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age","6 Months - 17 Years","52.4","49.0 to 55.8","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age","6 Months - 17 Years","52.9","49.4 to 56.4","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age","6 Months - 17 Years","54.9","51.2 to 58.6","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age","6 Months - 17 Years","56.0","52.2 to 59.8","1573"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age","6 Months - 4 Years","NR †","NR †","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age","6 Months - 4 Years","7.4","4.5 to 10.3","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age","6 Months - 4 Years","19.4","15.2 to 23.6","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age","6 Months - 4 Years","35.7","30.5 to 40.9","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age","6 Months - 4 Years","46.1","40.5 to 51.7","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age","6 Months - 4 Years","50.1","44.4 to 55.8","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age","6 Months - 4 Years","52.8","46.9 to 58.7","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age","6 Months - 4 Years","54.0","48.1 to 59.9","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age","6 Months - 4 Years","55.2","49.1 to 61.3","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age","6 Months - 4 Years","57.5","51.0 to 64.0","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age","6 Months - 4 Years","58.0","51.4 to 64.6","603"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age","5-12 Years","NR †","NR †","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age","5-12 Years","3.5","1.9 to 5.1","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age","5-12 Years","14.2","11.1 to 17.3","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age","5-12 Years","32.3","27.9 to 36.7","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age","5-12 Years","45.6","40.7 to 50.5","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age","5-12 Years","48.8","43.8 to 53.8","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age","5-12 Years","51.9","46.8 to 57.0","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age","5-12 Years","52.9","47.8 to 58.0","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age","5-12 Years","52.9","47.8 to 58.0","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age","5-12 Years","54.5","49.1 to 59.9","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age","5-12 Years","54.5","49.1 to 59.9","623"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age","13-17 Years","NR †","NR †","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age","13-17 Years","3.5","1.5 to 5.5","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age","13-17 Years","14.2","10.3 to 18.1","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age","13-17 Years","31.6","26.2 to 37.0","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age","13-17 Years","40.9","35.1 to 46.7","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age","13-17 Years","44.9","39.0 to 50.8","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age","13-17 Years","47.1","41.1 to 53.1","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age","13-17 Years","50.2","43.9 to 56.5","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age","13-17 Years","50.9","44.6 to 57.2","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age","13-17 Years","53.2","46.5 to 59.9","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age","13-17 Years","56.1","49.0 to 63.2","347"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age",">=18 Years","0.2","0.2 to 0.2","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age",">=18 Years","1.3","1.1 to 1.5","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age",">=18 Years","10.8","10.4 to 11.2","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age",">=18 Years","27.2","26.4 to 28.0","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age",">=18 Years","35.3","34.5 to 36.1","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age",">=18 Years","38.3","37.5 to 39.1","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age",">=18 Years","41.1","40.3 to 41.9","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age",">=18 Years","43.3","42.3 to 44.3","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age",">=18 Years","44.7","43.7 to 45.7","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","4","Age",">=18 Years","45.6","44.6 to 46.6","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","5","Age",">=18 Years","46.5","45.5 to 47.5","21614"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","7","Age","18-64 Years","NR †","NR †","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","8","Age","18-64 Years","1.1","0.9 to 1.3","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","9","Age","18-64 Years","8.6","8.0 to 9.2","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","10","Age","18-64 Years","22.5","21.7 to 23.3","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","11","Age","18-64 Years","29.6","28.6 to 30.6","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","12","Age","18-64 Years","32.8","31.8 to 33.8","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","1","Age","18-64 Years","35.3","34.3 to 36.3","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","2","Age","18-64 Years","37.3","36.3 to 38.3","12971"
"Seasonal Influenza","States/Local Areas","Washington","53","2024-25","3","Age","18-64 Years","38.3","37.1 to 39.5","12971"
